Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
,,,,,2200.0,
,,,,,9100.0,
,,,,,596.0,
,,,,,3700.0,
,,,,,2600.0,
,,,,,12400.0,
,,,,,492.0,
,,,,,2000.0,
,,,,,1100.0,
,,,,,1700.0,
,,,,,2200.0,
,,,,,4300.0,
,,,,,1200.0,
,,,,,2900.0,
,,,,,1500.0,
,,,,,588.0,
,,,,,1800.0,
,,,,,855.0,
,,,,,,1600.0
,,,,,,5500.0
,,,,,,1300.0
,,,,,,737.0
,,,,,,3600.0
,,,,,,7900.0
,,,,,,560.0
,,,,,,2300.0
,,,,,,3300.0
,,,,,,808.0
,,,,,,1000.0
,,,,,,3500.0
,,,,,,846.0
,,,,,,1600.0
,,,,,,3200.0
,,,,,,1200.0
,,,,,,1900.0
,,,,,,1400.0
,,,,,,54100.0
,,,,,,812.0
,,,,,,1500.0
,,,,,,6300.0
823.0,,,,,,
1700.0,,,,,,
524.0,,,,,,
2400.0,,,,,,
3700.0,,,,,,
463.0,,,,,,
2600.0,,,,,,
576.0,,,,,,
1300.0,,,,,,
651.0,,,,,,
935.0,,,,,,
3200.0,,,,,,
721.0,,,,,,
9700.0,,,,,,
267.0,,,,,,
645.0,,,,,,
5500.0,,,,,,
3700.0,,,,,,
507.0,,,,,,
1500.0,,,,,,
3800.0,,,,,,
2900.0,,,,,,
1300.0,,,,,,
12400.0,,,,,,
372.0,,,,,,
484.0,,,,,,
2100.0,,,,,,
1900.0,,,,,,
2300.0,,,,,,
476.0,,,,,,
480.0,,,,,,
981.0,,,,,,
363.0,,,,,,
667.0,,,,,,
1900.0,,,,,,
1200.0,,,,,,
726.0,,,,,,
25500.0,,,,,,
782.0,,,,,,
904.0,,,,,,
4100.0,,,,,,
18200.0,,,,,,
352.0,,,,,,
1300.0,,,,,,
1100.0,,,,,,
4500.0,,,,,,
772.0,,,,,,
954.0,,,,,,
823.0,,,,,,
901.0,,,,,,
3100.0,,,,,,
602.0,,,,,,
1200.0,,,,,,
1300.0,,,,,,
3600.0,,,,,,
753.0,,,,,,
1300.0,,,,,,
780.0,,,,,,
2000.0,,,,,,
623.0,,,,,,
1300.0,,,,,,
2600.0,,,,,,
5000.0,,,,,,
468.0,,,,,,
2200.0,,,,,,
2500.0,,,,,,
1300.0,,,,,,
,2600.0,,,,,
,810.0,,,,,
,1400.0,,,,,
,739.0,,,,,
,368.0,,,,,
,820.0,,,,,
,416.0,,,,,
,580.0,,,,,
,715.0,,,,,
,783.0,,,,,
,474.0,,,,,
,1200.0,,,,,
,1100.0,,,,,
,387.0,,,,,
,2300.0,,,,,
,1200.0,,,,,
,776.0,,,,,
,10400.0,,,,,
,2600.0,,,,,
,600.0,,,,,
,742.0,,,,,
,4400.0,,,,,
,2300.0,,,,,
,19800.0,,,,,
,9300.0,,,,,
,534.0,,,,,
,1900.0,,,,,
,1100.0,,,,,
,1300.0,,,,,
,3000.0,,,,,
,17000.0,,,,,
,1100.0,,,,,
,1100.0,,,,,
,755.0,,,,,
,1100.0,,,,,
,1700.0,,,,,
,892.0,,,,,
,1200.0,,,,,
,675.0,,,,,
,1800.0,,,,,
,753.0,,,,,
,581.0,,,,,
,639.0,,,,,
,699.0,,,,,
,4700.0,,,,,
,2100.0,,,,,
,2000.0,,,,,
,2500.0,,,,,
,8700.0,,,,,
,727.0,,,,,
,1100.0,,,,,
,1200.0,,,,,
,3800.0,,,,,
,3100.0,,,,,
,690.0,,,,,
,1700.0,,,,,
,5600.0,,,,,
,598.0,,,,,
,3100.0,,,,,
,3900.0,,,,,
,816.0,,,,,
,338.0,,,,,
,497.0,,,,,
,3700.0,,,,,
,1200.0,,,,,
,1600.0,,,,,
,1200.0,,,,,
,878.0,,,,,
,780.0,,,,,
,516.0,,,,,
,842.0,,,,,
,1100.0,,,,,
,662.0,,,,,
,,1300.0,,,,
,,543.0,,,,
,,767.0,,,,
,,639.0,,,,
,,3200.0,,,,
,,17200.0,,,,
,,2500.0,,,,
,,736.0,,,,
,,608.0,,,,
,,803.0,,,,
,,4000.0,,,,
,,631.0,,,,
,,23900.0,,,,
,,2000.0,,,,
,,2800.0,,,,
,,2000.0,,,,
,,25200.0,,,,
,,1500.0,,,,
,,757.0,,,,
,,4300.0,,,,
,,1200.0,,,,
,,573.0,,,,
,,548.0,,,,
,,1100.0,,,,
,,4900.0,,,,
,,3600.0,,,,
,,471.0,,,,
,,113700.0,,,,
,,6100.0,,,,
,,1200.0,,,,
,,5300.0,,,,
,,1500.0,,,,
,,640.0,,,,
,,602.0,,,,
,,2200.0,,,,
,,586.0,,,,
,,907.0,,,,
,,1000.0,,,,
,,820.0,,,,
,,806.0,,,,
,,734.0,,,,
,,1700.0,,,,
,,898.0,,,,
,,640.0,,,,
,,3700.0,,,,
,,435.0,,,,
,,1500.0,,,,
,,652.0,,,,
,,543.0,,,,
,,521.0,,,,
,,695.0,,,,
,,995.0,,,,
,,1300.0,,,,
,,1100.0,,,,
,,599.0,,,,
,,1400.0,,,,
,,1700.0,,,,
,,1100.0,,,,
,,659.0,,,,
,,860.0,,,,
,,587.0,,,,
,,564.0,,,,
,,1200.0,,,,
,,3000.0,,,,
,,1100.0,,,,
,,661.0,,,,
,,824.0,,,,
,,34700.0,,,,
,,1300.0,,,,
,,832.0,,,,
,,1100.0,,,,
,,679.0,,,,
,,415.0,,,,
,,408.0,,,,
,,,937.0,,,
,,,937.0,,,
,,,4400.0,,,
,,,847.0,,,
,,,621.0,,,
,,,1100.0,,,
,,,1200.0,,,
,,,533.0,,,
,,,4300.0,,,
,,,2500.0,,,
,,,1700.0,,,
,,,1100.0,,,
,,,2000.0,,,
,,,623.0,,,
,,,10000.0,,,
,,,2100.0,,,
,,,5000.0,,,
,,,1700.0,,,
,,,4800.0,,,
,,,800.0,,,
,,,2500.0,,,
,,,737.0,,,
,,,750.0,,,
,,,897.0,,,
,,,1500.0,,,
,,,2600.0,,,
,,,2100.0,,,
,,,18000.0,,,
,,,702.0,,,
,,,3900.0,,,
,,,657.0,,,
,,,941.0,,,
,,,796.0,,,
,,,653.0,,,
,,,6800.0,,,
,,,4300.0,,,
,,,596.0,,,
,,,628.0,,,
,,,4200.0,,,
,,,715.0,,,
,,,760.0,,,
,,,653.0,,,
,,,733.0,,,
,,,1400.0,,,
,,,464.0,,,
,,,687.0,,,
,,,651.0,,,
,,,699.0,,,
,,,841.0,,,
,,,7100.0,,,
,,,2800.0,,,
,,,1600.0,,,
,,,1700.0,,,
,,,384.0,,,
,,,721.0,,,
,,,571.0,,,
,,,704.0,,,
,,,753.0,,,
,,,661.0,,,
,,,4700.0,,,
,,,617.0,,,
,,,10400.0,,,
,,,942.0,,,
,,,806.0,,,
,,,1200.0,,,
,,,,1400.0,,
,,,,2900.0,,
,,,,873.0,,
,,,,916.0,,
,,,,5700.0,,
,,,,4700.0,,
,,,,3000.0,,
,,,,1200.0,,
,,,,2200.0,,
,,,,5300.0,,
,,,,708.0,,
,,,,1700.0,,
,,,,1000.0,,
,,,,2500.0,,
,,,,1400.0,,
,,,,2200.0,,
,,,,7200.0,,
,,,,2300.0,,
,,,,924.0,,
,,,,807.0,,
,,,,4000.0,,
,,,,1200.0,,
,,,,3000.0,,
,,,,981.0,,
,,,,726.0,,
,,,,1200.0,,
,,,,1600.0,,
,,,,1400.0,,
,,,,1100.0,,
,,,,1200.0,,
,,,,2600.0,,
,,,,391.0,,
,,,,3700.0,,
,,,,971.0,,
,,,,2800.0,,
,,,,3100.0,,
,,,,6800.0,,
,,,,871.0,,
,,,,3700.0,,
,,,,1100.0,,
,,,,1500.0,,
,,,,2700.0,,
,,,,3600.0,,
,,,,1200.0,,
,,,,3400.0,,
,,,,,1500.0,
,,,,,1300.0,
,,,,,1300.0,
,,,,,1300.0,
,,,,,5200.0,
,,,,,717.0,
,,,,,1300.0,
,,,,,32600.0,
,,,,,1700.0,
,,,,,1700.0,
,,,,,1200.0,
,,,,,622.0,
,,,,,980.0,
,,,,,2800.0,
,,,,,740.0,
,,,,,866.0,
,,,,,24900.0,
,,,,,16600.0,
,,,,,889.0,
,,,,,18600.0,
,,,,,1400.0,
,,,,,3600.0,
,,,,,3400.0,
,,,,,1500.0,
,,,,,,4700.0
,,,,,,1400.0
,,,,,,9300.0
,,,,,,20600.0
,,,,,,10400.0
,,,,,,2700.0
,,,,,,4800.0
,,,,,,2100.0
,,,,,,1000.0
,,,,,,1400.0
,,,,,,1500.0
,,,,,,11500.0
,,,,,,1400.0
,,,,,,1600.0
,,,,,,3500.0
,,,,,,744.0
,,,,,,724.0
,,,,,,1000.0
2900.0,,,,,,
864.0,,,,,,
789.0,,,,,,
15400.0,,,,,,
4500.0,,,,,,
2400.0,,,,,,
1200.0,,,,,,
1200.0,,,,,,
1300.0,,,,,,
1800.0,,,,,,
968.0,,,,,,
1500.0,,,,,,
723.0,,,,,,
1200.0,,,,,,
5300.0,,,,,,
1000.0,,,,,,
641.0,,,,,,
3800.0,,,,,,
1300.0,,,,,,
2000.0,,,,,,
3100.0,,,,,,
713.0,,,,,,
3000.0,,,,,,
1600.0,,,,,,
1800.0,,,,,,
1300.0,,,,,,
2900.0,,,,,,
3900.0,,,,,,
977.0,,,,,,
741.0,,,,,,
855.0,,,,,,
1400.0,,,,,,
903.0,,,,,,
360.0,,,,,,
4300.0,,,,,,
1600.0,,,,,,
1800.0,,,,,,
817.0,,,,,,
1800.0,,,,,,
925.0,,,,,,
579.0,,,,,,
519.0,,,,,,
1600.0,,,,,,
8000.0,,,,,,
718.0,,,,,,
1200.0,,,,,,
1600.0,,,,,,
929.0,,,,,,
949.0,,,,,,
7200.0,,,,,,
957.0,,,,,,
953.0,,,,,,
1500.0,,,,,,
1300.0,,,,,,
1100.0,,,,,,
358.0,,,,,,
1200.0,,,,,,
1100.0,,,,,,
562.0,,,,,,
463.0,,,,,,
,5300.0,,,,,
,488.0,,,,,
,588.0,,,,,
,644.0,,,,,
,668.0,,,,,
,884.0,,,,,
,630.0,,,,,
,524.0,,,,,
,4300.0,,,,,
,1100.0,,,,,
,10300.0,,,,,
,2200.0,,,,,
,1200.0,,,,,
,861.0,,,,,
,2800.0,,,,,
,960.0,,,,,
,454.0,,,,,
,4200.0,,,,,
,544.0,,,,,
,4600.0,,,,,
,797.0,,,,,
,2000.0,,,,,
,8700.0,,,,,
,920.0,,,,,
,618.0,,,,,
,1500.0,,,,,
,5800.0,,,,,
,2200.0,,,,,
,2900.0,,,,,
,1100.0,,,,,
,790.0,,,,,
,1900.0,,,,,
,1300.0,,,,,
,1600.0,,,,,
,2200.0,,,,,
,423.0,,,,,
,681.0,,,,,
,2200.0,,,,,
,8600.0,,,,,
,2900.0,,,,,
,1000.0,,,,,
,2000.0,,,,,
,719.0,,,,,
,724.0,,,,,
,1700.0,,,,,
,659.0,,,,,
,332.0,,,,,
,808.0,,,,,
,808.0,,,,,
,5200.0,,,,,
,500.0,,,,,
,1500.0,,,,,
,1600.0,,,,,
,1600.0,,,,,
,922.0,,,,,
,12500.0,,,,,
,1100.0,,,,,
,1100.0,,,,,
,1400.0,,,,,
,1100.0,,,,,
,356.0,,,,,
,789.0,,,,,
,2500.0,,,,,
,58100.0,,,,,
,5100.0,,,,,
,5300.0,,,,,
,1100.0,,,,,
,1200.0,,,,,
,4400.0,,,,,
,516.0,,,,,
,2400.0,,,,,
,835.0,,,,,
,1100.0,,,,,
,737.0,,,,,
,1900.0,,,,,
,,1400.0,,,,
,,1100.0,,,,
,,1600.0,,,,
,,1300.0,,,,
,,3400.0,,,,
,,911.0,,,,
,,1400.0,,,,
,,714.0,,,,
,,910.0,,,,
,,741.0,,,,
,,2100.0,,,,
,,4200.0,,,,
,,23500.0,,,,
,,652.0,,,,
,,451.0,,,,
,,9100.0,,,,
,,6100.0,,,,
,,2000.0,,,,
,,2800.0,,,,
,,1100.0,,,,
,,403.0,,,,
,,8400.0,,,,
,,1500.0,,,,
,,608.0,,,,
,,10900.0,,,,
,,2600.0,,,,
,,4100.0,,,,
,,1600.0,,,,
,,642.0,,,,
,,1400.0,,,,
,,5200.0,,,,
,,1000.0,,,,
,,1200.0,,,,
,,617.0,,,,
,,539.0,,,,
,,1300.0,,,,
,,865.0,,,,
,,591.0,,,,
,,377.0,,,,
,,866.0,,,,
,,786.0,,,,
,,1500.0,,,,
,,1400.0,,,,
,,1600.0,,,,
,,723.0,,,,
,,6500.0,,,,
,,759.0,,,,
,,1200.0,,,,
,,2800.0,,,,
,,1600.0,,,,
,,3900.0,,,,
,,1100.0,,,,
,,8300.0,,,,
,,1100.0,,,,
,,968.0,,,,
,,903.0,,,,
,,842.0,,,,
,,975.0,,,,
,,5300.0,,,,
,,,1500.0,,,
,,,1100.0,,,
,,,1500.0,,,
,,,603.0,,,
,,,5300.0,,,
,,,1200.0,,,
,,,759.0,,,
,,,725.0,,,
,,,1400.0,,,
,,,9000.0,,,
,,,894.0,,,
,,,1100.0,,,
,,,2000.0,,,
,,,3100.0,,,
,,,1600.0,,,
,,,6000.0,,,
,,,1200.0,,,
,,,632.0,,,
,,,2200.0,,,
,,,871.0,,,
,,,11500.0,,,
,,,851.0,,,
,,,638.0,,,
,,,3400.0,,,
,,,641.0,,,
,,,1600.0,,,
,,,1800.0,,,
,,,1100.0,,,
,,,4100.0,,,
,,,982.0,,,
,,,783.0,,,
,,,668.0,,,
,,,1100.0,,,
,,,17500.0,,,
,,,554.0,,,
,,,881.0,,,
,,,1400.0,,,
,,,2200.0,,,
,,,4800.0,,,
,,,2100.0,,,
,,,596.0,,,
,,,731.0,,,
,,,2600.0,,,
,,,443.0,,,
,,,1500.0,,,
,,,1000.0,,,
,,,901.0,,,
,,,682.0,,,
,,,1500.0,,,
,,,5200.0,,,
,,,13100.0,,,
,,,13900.0,,,
,,,718.0,,,
,,,10600.0,,,
,,,2800.0,,,
,,,1800.0,,,
,,,472.0,,,
,,,1100.0,,,
,,,3000.0,,,
,,,977.0,,,
,,,9700.0,,,
,,,462.0,,,
,,,668.0,,,
,,,6300.0,,,
,,,1700.0,,,
,,,916.0,,,
,,,1800.0,,,
,,,698.0,,,
,,,1500.0,,,
,,,592.0,,,
,,,1100.0,,,
,,,,2600.0,,
,,,,645.0,,
,,,,552.0,,
,,,,2300.0,,
,,,,1900.0,,
,,,,17400.0,,
,,,,8600.0,,
,,,,17000.0,,
,,,,26000.0,,
,,,,2100.0,,
,,,,1100.0,,
,,,,971.0,,
,,,,2300.0,,
,,,,1100.0,,
,,,,2000.0,,
,,,,1600.0,,
,,,,1100.0,,
,,,,6000.0,,
,,,,4500.0,,
,,,,3400.0,,
,,,,6700.0,,
,,,,2100.0,,
,,,,1100.0,,
,,,,656.0,,
,,,,5400.0,,
,,,,8400.0,,
,,,,1200.0,,
,,,,1300.0,,
,,,,4500.0,,
,,,,1100.0,,
,,,,1200.0,,
,,,,6000.0,,
,,,,1100.0,,
,,,,1300.0,,
,,,,833.0,,
,,,,1100.0,,
,,,,818.0,,
,,,,641.0,,
,,,,1900.0,,
,,,,1900.0,,
,,,,2000.0,,
,,,,1500.0,,
,,,,755.0,,
,,,,958.0,,
,,,,1100.0,,
,,,,609.0,,
,,,,3100.0,,
,,,,863.0,,
,,,,871.0,,
,,,,963.0,,
,,,,1000.0,,
,,,,,1300.0,
,,,,,2600.0,
,,,,,1100.0,
,,,,,1100.0,
,,,,,3500.0,
,,,,,2800.0,
,,,,,951.0,
,,,,,2000.0,
,,,,,2400.0,
,,,,,1400.0,
,,,,,1000.0,
,,,,,1200.0,
,,,,,1800.0,
,,,,,96100.0,
,,,,,1100.0,
,,,,,1800.0,
,,,,,530.0,
,,,,,612.0,
,,,,,739.0,
,,,,,2400.0,
,,,,,1400.0,
,,,,,4200.0,
,,,,,813.0,
,,,,,2500.0,
,,,,,2600.0,
,,,,,1600.0,
,,,,,579.0,
,,,,,,1300.0
,,,,,,1500.0
,,,,,,1800.0
,,,,,,1400.0
,,,,,,2600.0
,,,,,,3600.0
,,,,,,894.0
,,,,,,4300.0
,,,,,,3600.0
,,,,,,589.0
,,,,,,2900.0
,,,,,,1100.0
,,,,,,2400.0
,,,,,,568.0
,,,,,,35400.0
,,,,,,1100.0
,,,,,,1000.0
,,,,,,1300.0
,,,,,,5600.0
,,,,,,1300.0
,,,,,,5100.0
,,,,,,766.0
,,,,,,798.0
,,,,,,3700.0
,,,,,,898.0
,,,,,,642.0
,,,,,,947.0
,,,,,,1200.0
,,,,,,1300.0
870.0,,,,,,
908.0,,,,,,
1100.0,,,,,,
4300.0,,,,,,
6800.0,,,,,,
4800.0,,,,,,
7800.0,,,,,,
775.0,,,,,,
1400.0,,,,,,
820.0,,,,,,
1200.0,,,,,,
5000.0,,,,,,
1500.0,,,,,,
11000.0,,,,,,
2600.0,,,,,,
2600.0,,,,,,
143100.0,,,,,,
2900.0,,,,,,
484.0,,,,,,
703.0,,,,,,
1200.0,,,,,,
21900.0,,,,,,
6500.0,,,,,,
1000.0,,,,,,
2300.0,,,,,,
587.0,,,,,,
1000.0,,,,,,
974.0,,,,,,
2800.0,,,,,,
652.0,,,,,,
841.0,,,,,,
837.0,,,,,,
828.0,,,,,,
3100.0,,,,,,
7900.0,,,,,,
2500.0,,,,,,
1200.0,,,,,,
10000.0,,,,,,
1400.0,,,,,,
940.0,,,,,,
1500.0,,,,,,
5600.0,,,,,,
452.0,,,,,,
1500.0,,,,,,
681.0,,,,,,
2700.0,,,,,,
4600.0,,,,,,
1200.0,,,,,,
10400.0,,,,,,
1800.0,,,,,,
1000.0,,,,,,
2700.0,,,,,,
,6900.0,,,,,
,4600.0,,,,,
,779.0,,,,,
,3200.0,,,,,
,785.0,,,,,
,1100.0,,,,,
,622.0,,,,,
,1100.0,,,,,
,7500.0,,,,,
,676.0,,,,,
,816.0,,,,,
,1000.0,,,,,
,1900.0,,,,,
,874.0,,,,,
,1600.0,,,,,
,5600.0,,,,,
,6300.0,,,,,
,3700.0,,,,,
,1200.0,,,,,
,1500.0,,,,,
,4300.0,,,,,
,1400.0,,,,,
,5800.0,,,,,
,1800.0,,,,,
,5900.0,,,,,
,730.0,,,,,
,636.0,,,,,
,1800.0,,,,,
,396.0,,,,,
,677.0,,,,,
,1200.0,,,,,
,10800.0,,,,,
,4300.0,,,,,
,656.0,,,,,
,1200.0,,,,,
,1200.0,,,,,
,2000.0,,,,,
,1200.0,,,,,
,2900.0,,,,,
,1000.0,,,,,
,1200.0,,,,,
,1700.0,,,,,
,16300.0,,,,,
,1400.0,,,,,
,8200.0,,,,,
,948.0,,,,,
,1300.0,,,,,
,606.0,,,,,
,497.0,,,,,
,11600.0,,,,,
,2800.0,,,,,
,781.0,,,,,
,587.0,,,,,
,875.0,,,,,
,927.0,,,,,
,1500.0,,,,,
,713.0,,,,,
,1100.0,,,,,
,1100.0,,,,,
,,8600.0,,,,
,,138700.0,,,,
,,1500.0,,,,
,,822.0,,,,
,,818.0,,,,
,,976.0,,,,
,,1200.0,,,,
,,2400.0,,,,
,,1100.0,,,,
,,3500.0,,,,
,,1100.0,,,,
,,9300.0,,,,
,,3500.0,,,,
,,1000.0,,,,
,,659.0,,,,
,,3300.0,,,,
,,666.0,,,,
,,906.0,,,,
,,748.0,,,,
,,1200.0,,,,
,,718.0,,,,
,,712.0,,,,
,,589.0,,,,
,,2700.0,,,,
,,1400.0,,,,
,,1300.0,,,,
,,7000.0,,,,
,,453.0,,,,
,,498.0,,,,
,,898.0,,,,
,,678.0,,,,
,,836.0,,,,
,,723.0,,,,
,,893.0,,,,
,,10200.0,,,,
,,719.0,,,,
,,3000.0,,,,
,,933.0,,,,
,,993.0,,,,
,,1400.0,,,,
,,2600.0,,,,
,,1600.0,,,,
,,1700.0,,,,
,,1300.0,,,,
,,934.0,,,,
,,4100.0,,,,
,,927.0,,,,
,,590.0,,,,
,,1100.0,,,,
,,1200.0,,,,
,,2000.0,,,,
,,1000.0,,,,
,,1600.0,,,,
,,900.0,,,,
,,780.0,,,,
,,4000.0,,,,
,,541.0,,,,
,,5200.0,,,,
,,1700.0,,,,
,,967.0,,,,
,,886.0,,,,
,,7600.0,,,,
,,739.0,,,,
,,17300.0,,,,
,,794.0,,,,
,,1600.0,,,,
,,1100.0,,,,
,,2200.0,,,,
,,756.0,,,,
,,,30400.0,,,
,,,939.0,,,
,,,4800.0,,,
,,,23000.0,,,
,,,5800.0,,,
,,,47800.0,,,
,,,1400.0,,,
,,,891.0,,,
,,,2800.0,,,
,,,2500.0,,,
,,,2300.0,,,
,,,1500.0,,,
,,,933.0,,,
,,,1500.0,,,
,,,1300.0,,,
,,,2400.0,,,
,,,672.0,,,
,,,875.0,,,
,,,858.0,,,
,,,1100.0,,,
,,,2300.0,,,
,,,619.0,,,
,,,1800.0,,,
,,,789.0,,,
,,,815.0,,,
,,,1100.0,,,
,,,799.0,,,
,,,1200.0,,,
,,,1900.0,,,
,,,802.0,,,
,,,2300.0,,,
,,,613.0,,,
,,,1900.0,,,
,,,1800.0,,,
,,,1800.0,,,
,,,842.0,,,
,,,548.0,,,
,,,2300.0,,,
,,,1200.0,,,
,,,864.0,,,
,,,1900.0,,,
,,,902.0,,,
,,,819.0,,,
,,,3400.0,,,
,,,1600.0,,,
,,,1400.0,,,
,,,475.0,,,
,,,1400.0,,,
,,,1300.0,,,
,,,772.0,,,
,,,709.0,,,
,,,1400.0,,,
,,,647.0,,,
,,,875.0,,,
,,,885.0,,,
,,,1500.0,,,
,,,2200.0,,,
,,,1100.0,,,
,,,452.0,,,
,,,20200.0,,,
,,,1700.0,,,
,,,2400.0,,,
,,,10600.0,,,
,,,,2200.0,,
,,,,478.0,,
,,,,1200.0,,
,,,,2500.0,,
,,,,875.0,,
,,,,581.0,,
,,,,1100.0,,
,,,,1000.0,,
,,,,1000.0,,
,,,,2600.0,,
,,,,4100.0,,
,,,,1800.0,,
,,,,1200.0,,
,,,,2900.0,,
,,,,1600.0,,
,,,,538.0,,
,,,,1100.0,,
,,,,5500.0,,
,,,,6200.0,,
,,,,902.0,,
,,,,4900.0,,
,,,,1900.0,,
,,,,533.0,,
,,,,2900.0,,
,,,,558.0,,
,,,,946.0,,
,,,,7000.0,,
,,,,840.0,,
,,,,7800.0,,
,,,,990.0,,
,,,,7900.0,,
,,,,1700.0,,
,,,,874.0,,
,,,,3100.0,,
,,,,1300.0,,
,,,,1100.0,,
,,,,3600.0,,
,,,,9200.0,,
,,,,1700.0,,
,,,,1400.0,,
,,,,1800.0,,
,,,,1500.0,,
,,,,1300.0,,
,,,,2200.0,,
,,,,1100.0,,
,,,,1200.0,,
,,,,,3700.0,
,,,,,1200.0,
,,,,,1200.0,
,,,,,1200.0,
,,,,,3700.0,
,,,,,3800.0,
,,,,,1700.0,
,,,,,2800.0,
,,,,,4000.0,
,,,,,3900.0,
,,,,,1400.0,
,,,,,19800.0,
,,,,,719.0,
,,,,,18200.0,
,,,,,4800.0,
,,,,,4900.0,
,,,,,5200.0,
,,,,,1100.0,
,,,,,1200.0,
,,,,,,1100.0
,,,,,,1400.0
,,,,,,1700.0
,,,,,,4200.0
,,,,,,1800.0
,,,,,,4600.0
,,,,,,1000.0
,,,,,,1900.0
,,,,,,2100.0
,,,,,,937.0
,,,,,,839.0
,,,,,,1400.0
,,,,,,1900.0
,,,,,,2800.0
,,,,,,5300.0
,,,,,,1100.0
,,,,,,1300.0
,,,,,,1400.0
1600.0,,,,,,
2700.0,,,,,,
1300.0,,,,,,
17400.0,,,,,,
8200.0,,,,,,
1100.0,,,,,,
1200.0,,,,,,
1800.0,,,,,,
2600.0,,,,,,
1200.0,,,,,,
4600.0,,,,,,
629.0,,,,,,
987.0,,,,,,
2500.0,,,,,,
8200.0,,,,,,
1100.0,,,,,,
1900.0,,,,,,
1600.0,,,,,,
1300.0,,,,,,
4800.0,,,,,,
1700.0,,,,,,
20100.0,,,,,,
10000.0,,,,,,
1500.0,,,,,,
3000.0,,,,,,
3500.0,,,,,,
1600.0,,,,,,
2400.0,,,,,,
,775.0,,,,,
,18600.0,,,,,
,496.0,,,,,
,3500.0,,,,,
,5800.0,,,,,
,1000.0,,,,,
,7800.0,,,,,
,2500.0,,,,,
,41000.0,,,,,
,2200.0,,,,,
,1700.0,,,,,
,6500.0,,,,,
,910.0,,,,,
,2700.0,,,,,
,761.0,,,,,
,2900.0,,,,,
,559.0,,,,,
,5200.0,,,,,
,10200.0,,,,,
,5700.0,,,,,
,1100.0,,,,,
,2300.0,,,,,
,664.0,,,,,
,981.0,,,,,
,696.0,,,,,
,2600.0,,,,,
,1800.0,,,,,
,1200.0,,,,,
,5600.0,,,,,
,6100.0,,,,,
,3500.0,,,,,
,1300.0,,,,,
,877.0,,,,,
,955.0,,,,,
,598.0,,,,,
,1800.0,,,,,
,863.0,,,,,
,2600.0,,,,,
,1900.0,,,,,
,1400.0,,,,,
,726.0,,,,,
,1300.0,,,,,
,3000.0,,,,,
,989.0,,,,,
,1100.0,,,,,
,994.0,,,,,
,981.0,,,,,
,1200.0,,,,,
,1700.0,,,,,
,1500.0,,,,,
,2400.0,,,,,
,2400.0,,,,,
,7400.0,,,,,
,,1800.0,,,,
,,842.0,,,,
,,676.0,,,,
,,1500.0,,,,
,,834.0,,,,
,,1100.0,,,,
,,927.0,,,,
,,377.0,,,,
,,775.0,,,,
,,1400.0,,,,
,,24200.0,,,,
,,1400.0,,,,
,,1100.0,,,,
,,2300.0,,,,
,,1400.0,,,,
,,1900.0,,,,
,,1700.0,,,,
,,705.0,,,,
,,3300.0,,,,
,,1200.0,,,,
,,407.0,,,,
,,1200.0,,,,
,,978.0,,,,
,,971.0,,,,
,,18200.0,,,,
,,26300.0,,,,
,,716.0,,,,
,,1200.0,,,,
,,563.0,,,,
,,2800.0,,,,
,,850.0,,,,
,,478.0,,,,
,,944.0,,,,
,,1900.0,,,,
,,1100.0,,,,
,,559.0,,,,
,,907.0,,,,
,,969.0,,,,
,,917.0,,,,
,,833.0,,,,
,,1400.0,,,,
,,11800.0,,,,
,,1200.0,,,,
,,5100.0,,,,
,,1200.0,,,,
,,696.0,,,,
,,942.0,,,,
,,4000.0,,,,
,,500.0,,,,
,,469.0,,,,
,,608.0,,,,
,,2500.0,,,,
,,2500.0,,,,
,,5800.0,,,,
,,2000.0,,,,
,,1200.0,,,,
,,5000.0,,,,
,,607.0,,,,
,,697.0,,,,
,,1800.0,,,,
,,434.0,,,,
,,11900.0,,,,
,,5900.0,,,,
,,1500.0,,,,
,,,3700.0,,,
,,,11800.0,,,
,,,612.0,,,
,,,1100.0,,,
,,,5700.0,,,
,,,8600.0,,,
,,,897.0,,,
,,,18200.0,,,
,,,2600.0,,,
,,,1500.0,,,
,,,4000.0,,,
,,,766.0,,,
,,,9000.0,,,
,,,6200.0,,,
,,,958.0,,,
,,,1000.0,,,
,,,1400.0,,,
,,,1900.0,,,
,,,571.0,,,
,,,15700.0,,,
,,,1800.0,,,
,,,1300.0,,,
,,,801.0,,,
,,,818.0,,,
,,,910.0,,,
,,,829.0,,,
,,,1000.0,,,
,,,459.0,,,
,,,446.0,,,
,,,720.0,,,
,,,1000.0,,,
,,,1200.0,,,
,,,16100.0,,,
,,,1100.0,,,
,,,1300.0,,,
,,,4000.0,,,
,,,2600.0,,,
,,,817.0,,,
,,,1200.0,,,
,,,1700.0,,,
,,,1300.0,,,
,,,873.0,,,
,,,1300.0,,,
,,,458.0,,,
,,,1900.0,,,
,,,2200.0,,,
,,,2000.0,,,
,,,820.0,,,
,,,813.0,,,
,,,502.0,,,
,,,1500.0,,,
,,,1400.0,,,
,,,1900.0,,,
,,,657.0,,,
,,,2400.0,,,
,,,1600.0,,,
,,,862.0,,,
,,,29600.0,,,
,,,1100.0,,,
,,,2100.0,,,
,,,523.0,,,
,,,377.0,,,
