Monday,Tuesday,Wednesday,Thursday,Friday,Weekend
1400.0,1100.0,2000.0,702.0,1400.0,1400.0
1400.0,3000.0,359.0,781.0,1400.0,1400.0
2100.0,2100.0,3500.0,1200.0,2100.0,2100.0
1900.0,4600.0,790.0,1200.0,1900.0,1900.0
1900.0,1100.0,901.0,1100.0,1900.0,1900.0
3500.0,2400.0,3700.0,1200.0,3500.0,3500.0
897.0,4700.0,1200.0,1100.0,897.0,897.0
2000.0,1500.0,1600.0,8700.0,2000.0,2000.0
957.0,1500.0,749.0,5600.0,957.0,957.0
1.0,803.0,982.0,801.0,1.0,1.0
962.0,2300.0,1400.0,688.0,962.0,962.0
805.0,12200.0,1200.0,1500.0,805.0,805.0
2800.0,1800.0,859.0,5300.0,2800.0,2800.0
664.0,1600.0,359.0,1600.0,664.0,664.0
8500.0,8900.0,758.0,489.0,8500.0,8500.0
20300.0,480.0,4700.0,2100.0,20300.0,20300.0
1600.0,917.0,1700.0,1000.0,1600.0,1600.0
4300.0,913.0,789.0,951.0,4300.0,4300.0
6600.0,269.0,2600.0,811.0,6600.0,6600.0
1200.0,2900.0,2000.0,1700.0,1200.0,1200.0
975.0,3200.0,1100.0,871.0,975.0,975.0
620.0,624.0,502.0,1400.0,620.0,620.0
960.0,6300.0,3400.0,3300.0,960.0,960.0
3200.0,1300.0,1400.0,1500.0,3200.0,3200.0
2700.0,745.0,1400.0,1100.0,2700.0,2700.0
1700.0,1700.0,949.0,498.0,1700.0,1700.0
532.0,485.0,3200.0,407.0,532.0,532.0
1500.0,1800.0,1100.0,613.0,1500.0,1500.0
2300.0,4900.0,3800.0,924.0,2300.0,2300.0
11900.0,4700.0,1200.0,9000.0,11900.0,11900.0
17600.0,3300.0,6500.0,5400.0,17600.0,17600.0
958.0,1400.0,1400.0,952.0,958.0,958.0
1100.0,1100.0,1200.0,1400.0,1100.0,1100.0
1700.0,929.0,1100.0,2200.0,1700.0,1700.0
1300.0,729.0,2000.0,1500.0,1300.0,1300.0
15600.0,1300.0,1400.0,13800.0,15600.0,15600.0
1300.0,1500.0,1100.0,306100.0,1300.0,1300.0
1600.0,1900.0,611.0,1400.0,1600.0,1600.0
3100.0,985.0,5800.0,1400.0,3100.0,3100.0
461.0,865.0,790.0,6300.0,461.0,461.0
2300.0,1300.0,2600.0,2900.0,2300.0,2300.0
479.0,863.0,1300.0,1200.0,479.0,479.0
12100.0,6800.0,2800.0,1600.0,12100.0,12100.0
4200.0,1500.0,798.0,852.0,4200.0,4200.0
7800.0,542.0,1400.0,1400.0,7800.0,7800.0
10400.0,435.0,979.0,868.0,10400.0,10400.0
932.0,808.0,2900.0,1600.0,932.0,932.0
1300.0,2000.0,1500.0,398.0,1300.0,1300.0
5200.0,2700.0,941.0,485.0,5200.0,5200.0
959.0,1800.0,902.0,6200.0,959.0,959.0
1600.0,1500.0,1600.0,6200.0,1600.0,1600.0
1500.0,2000.0,1100.0,695.0,1500.0,1500.0
1000.0,1000.0,2300.0,1800.0,1000.0,1000.0
1300.0,10200.0,2300.0,3500.0,1300.0,1300.0
638.0,1500.0,950.0,1700.0,638.0,638.0
1600.0,850.0,1100.0,760.0,1600.0,1600.0
9500.0,2100.0,1200.0,10400.0,9500.0,9500.0
4800.0,1300.0,744.0,7600.0,4800.0,4800.0
556.0,1400.0,2100.0,840.0,556.0,556.0
1000.0,4700.0,113700.0,1400.0,1000.0,1000.0
1100.0,9800.0,1400.0,728.0,1100.0,1100.0
1200.0,970.0,717.0,3600.0,1200.0,1200.0
1400.0,935.0,1500.0,772.0,1400.0,1400.0
1100.0,1800.0,1100.0,1300.0,1100.0,1100.0
936.0,11400.0,2500.0,2000.0,936.0,936.0
2000.0,942.0,2600.0,696.0,2000.0,2000.0
5900.0,1500.0,580.0,938.0,5900.0,5900.0
1200.0,1700.0,606.0,1700.0,1200.0,1200.0
1700.0,783.0,1100.0,1400.0,1700.0,1700.0
3500.0,3000.0,4100.0,912.0,3500.0,3500.0
940.0,1900.0,1200.0,2000.0,940.0,940.0
874.0,940.0,968.0,1200.0,874.0,874.0
2700.0,1000.0,514.0,1200.0,2700.0,2700.0
41900.0,994.0,1400.0,1300.0,41900.0,41900.0
8100.0,2000.0,736.0,1300.0,8100.0,8100.0
548.0,2900.0,558.0,840.0,548.0,548.0
9000.0,1500.0,2900.0,940.0,9000.0,9000.0
1400.0,899.0,6800.0,14500.0,1400.0,1400.0
2800.0,6200.0,992.0,1300.0,2800.0,2800.0
2200.0,1900.0,1400.0,510.0,2200.0,2200.0
882.0,810.0,904.0,1000.0,882.0,882.0
923.0,2300.0,897.0,1000.0,923.0,923.0
968.0,2000.0,1400.0,1100.0,968.0,968.0
3600.0,1500.0,1200.0,1100.0,3600.0,3600.0
2900.0,2100.0,1800.0,2900.0,2900.0,2900.0
1900.0,643.0,8300.0,2100.0,1900.0,1900.0
2200.0,1700.0,4000.0,941.0,2200.0,2200.0
4000.0,13400.0,833.0,936.0,4000.0,4000.0
727.0,2200.0,1900.0,2200.0,727.0,727.0
1300.0,1700.0,3800.0,671.0,1300.0,1300.0
4000.0,1500.0,1400.0,3000.0,4000.0,4000.0
1700.0,4800.0,815.0,942.0,1700.0,1700.0
22500.0,3200.0,1300.0,21400.0,22500.0,22500.0
841.0,952.0,1000.0,8000.0,841.0,841.0
3100.0,1800.0,1700.0,619.0,3100.0,3100.0
759.0,2600.0,945.0,1200.0,759.0,759.0
1200.0,1700.0,773.0,3600.0,1200.0,1200.0
1300.0,913.0,680.0,1400.0,1300.0,1300.0
863.0,403.0,12900.0,713.0,863.0,863.0
1400.0,827.0,1500.0,2000.0,1400.0,1400.0
1800.0,350.0,620.0,1800.0,1800.0,1800.0
1400.0,664.0,1100.0,2200.0,1400.0,1400.0
866.0,1500.0,2000.0,917.0,866.0,866.0
4000.0,1500.0,1500.0,1200.0,4000.0,4000.0
5100.0,926.0,886.0,1000.0,5100.0,5100.0
1300.0,1000.0,1100.0,3700.0,1300.0,1300.0
725.0,1300.0,1400.0,1600.0,725.0,725.0
1600.0,1600.0,1500.0,756.0,1600.0,1600.0
766.0,1000.0,4400.0,3800.0,766.0,766.0
2100.0,1900.0,1600.0,861.0,2100.0,2100.0
1700.0,2000.0,13600.0,2700.0,1700.0,1700.0
1100.0,24200.0,854.0,1200.0,1100.0,1100.0
814.0,929.0,2600.0,10800.0,814.0,814.0
17200.0,473.0,4400.0,537.0,17200.0,17200.0
945.0,1300.0,714.0,1100.0,945.0,945.0
1400.0,733.0,720.0,682.0,1400.0,1400.0
4800.0,104.0,2800.0,1100.0,4800.0,4800.0
13700.0,403.0,2000.0,3700.0,13700.0,13700.0
2000.0,585.0,822.0,629.0,2000.0,2000.0
1200.0,2900.0,1800.0,690.0,1200.0,1200.0
851.0,1700.0,1300.0,1300.0,851.0,851.0
643.0,563.0,1000.0,845.0,643.0,643.0
407.0,9900.0,2800.0,1500.0,407.0,407.0
2700.0,646.0,7400.0,821.0,2700.0,2700.0
900.0,213.0,1200.0,18300.0,900.0,900.0
241.0,841.0,9300.0,2100.0,241.0,241.0
840.0,38200.0,18600.0,497.0,840.0,840.0
864.0,2300.0,1100.0,1400.0,864.0,864.0
7000.0,1200.0,4200.0,36200.0,7000.0,7000.0
1000.0,1000.0,2700.0,11800.0,1000.0,1000.0
631.0,1200.0,3900.0,3500.0,631.0,631.0
1100.0,4300.0,3100.0,1300.0,1100.0,1100.0
17000.0,476.0,1500.0,12300.0,17000.0,17000.0
426.0,1000.0,1100.0,1600.0,426.0,426.0
1100.0,1200.0,2000.0,2700.0,1100.0,1100.0
21900.0,1400.0,1100.0,1500.0,21900.0,21900.0
826.0,419.0,3100.0,755.0,826.0,826.0
5000.0,5200.0,1300.0,1200.0,5000.0,5000.0
5700.0,1600.0,158900.0,2500.0,5700.0,5700.0
995.0,646.0,1500.0,1900.0,995.0,995.0
2000.0,616.0,1300.0,2700.0,2000.0,2000.0
959.0,3500.0,4300.0,15000.0,959.0,959.0
1900.0,2100.0,3000.0,750.0,1900.0,1900.0
6800.0,785.0,846.0,2700.0,6800.0,6800.0
693.0,1900.0,4600.0,549.0,693.0,693.0
3200.0,927.0,3200.0,873.0,3200.0,3200.0
879.0,2100.0,11300.0,5300.0,879.0,879.0
738.0,53200.0,1100.0,3200.0,738.0,738.0
4400.0,950.0,1200.0,1000.0,4400.0,4400.0
1000.0,7200.0,2200.0,545.0,1000.0,1000.0
604.0,1200.0,759.0,968.0,604.0,604.0
716.0,507.0,449.0,2600.0,716.0,716.0
18400.0,2000.0,990.0,3100.0,18400.0,18400.0
2100.0,759.0,609.0,1200.0,2100.0,2100.0
10500.0,1500.0,1700.0,596.0,10500.0,10500.0
560.0,1400.0,751.0,862.0,560.0,560.0
2200.0,3000.0,703.0,1200.0,2200.0,2200.0
1700.0,3600.0,708.0,455.0,1700.0,1700.0
4800.0,1600.0,3500.0,37100.0,4800.0,4800.0
835.0,1100.0,1500.0,6400.0,835.0,835.0
825.0,1300.0,2400.0,653.0,825.0,825.0
3600.0,35900.0,2300.0,824.0,3600.0,3600.0
379.0,1800.0,3800.0,8600.0,379.0,379.0
531.0,800.0,1300.0,4400.0,531.0,531.0
431.0,803.0,900.0,1400.0,431.0,431.0
1200.0,1200.0,893.0,709.0,1200.0,1200.0
1700.0,653.0,1400.0,1300.0,1700.0,1700.0
1800.0,3800.0,1000.0,1600.0,1800.0,1800.0
3100.0,757.0,616.0,6100.0,3100.0,3100.0
2300.0,1400.0,1600.0,6400.0,2300.0,2300.0
731.0,5400.0,812.0,574.0,731.0,731.0
3700.0,1300.0,1500.0,2500.0,3700.0,3700.0
672.0,811.0,2400.0,1400.0,672.0,672.0
6800.0,1100.0,625.0,2600.0,6800.0,6800.0
1100.0,1800.0,2000.0,5600.0,1100.0,1100.0
906.0,2300.0,6700.0,2700.0,906.0,906.0
1100.0,4900.0,47800.0,929.0,1100.0,1100.0
400.0,1600.0,2500.0,1200.0,400.0,400.0
23700.0,907.0,924.0,902.0,23700.0,23700.0
1800.0,1900.0,695.0,193400.0,1800.0,1800.0
5100.0,3200.0,1100.0,8200.0,5100.0,5100.0
2000.0,747.0,968.0,877.0,2000.0,2000.0
1200.0,1500.0,7200.0,1000.0,1200.0,1200.0
2700.0,3100.0,1900.0,1000.0,2700.0,2700.0
1900.0,715.0,306.0,1200.0,1900.0,1900.0
2900.0,26400.0,46000.0,950.0,2900.0,2900.0
8600.0,1000.0,23200.0,1000.0,8600.0,8600.0
1500.0,686.0,7800.0,1100.0,1500.0,1500.0
1000.0,1100.0,1000.0,5500.0,1000.0,1000.0
1000.0,1200.0,1400.0,1600.0,1000.0,1000.0
6400.0,15600.0,1300.0,1600.0,6400.0,6400.0
4200.0,1200.0,1500.0,2500.0,4200.0,4200.0
3900.0,1100.0,8500.0,850.0,3900.0,3900.0
1500.0,1000.0,816.0,1400.0,1500.0,1500.0
742.0,1500.0,2900.0,2300.0,742.0,742.0
2100.0,991.0,758.0,463.0,2100.0,2100.0
211.0,4300.0,1400.0,1100.0,211.0,211.0
1100.0,24200.0,971.0,1200.0,1100.0,1100.0
1200.0,2100.0,2500.0,794.0,1200.0,1200.0
19700.0,781.0,545.0,5900.0,19700.0,19700.0
543.0,927.0,684.0,974.0,543.0,543.0
840.0,1500.0,1500.0,1700.0,840.0,840.0
760.0,2000.0,1800.0,4800.0,760.0,760.0
1000.0,808.0,986.0,1800.0,1000.0,1000.0
5400.0,2700.0,333.0,4000.0,5400.0,5400.0
1200.0,1200.0,710.0,2600.0,1200.0,1200.0
1900.0,699.0,1400.0,593.0,1900.0,1900.0
1200.0,19500.0,1400.0,718.0,1200.0,1200.0
1700.0,2700.0,1400.0,1800.0,1700.0,1700.0
5100.0,20900.0,1100.0,930.0,5100.0,5100.0
1500.0,2000.0,947.0,1200.0,1500.0,1500.0
1300.0,15000.0,15900.0,5000.0,1300.0,1300.0
1500.0,1200.0,1000.0,1200.0,1500.0,1500.0
696.0,841.0,2500.0,458.0,696.0,696.0
1800.0,2100.0,659.0,781.0,1800.0,1800.0
1200.0,1500.0,838.0,373.0,1200.0,1200.0
716.0,2800.0,9900.0,1000.0,716.0,716.0
16300.0,986.0,784.0,1700.0,16300.0,16300.0
1400.0,5100.0,5500.0,795.0,1400.0,1400.0
4400.0,1200.0,373.0,1100.0,4400.0,4400.0
2800.0,1000.0,15800.0,971.0,2800.0,2800.0
3700.0,3700.0,1300.0,5100.0,3700.0,3700.0
1400.0,1100.0,49800.0,2200.0,1400.0,1400.0
1600.0,1400.0,2100.0,3600.0,1600.0,1600.0
608.0,918.0,11500.0,834.0,608.0,608.0
669.0,4200.0,1400.0,924.0,669.0,669.0
5500.0,1200.0,1900.0,6200.0,5500.0,5500.0
3400.0,43700.0,6100.0,20000.0,3400.0,3400.0
1600.0,2600.0,613.0,3000.0,1600.0,1600.0
1300.0,1500.0,2700.0,3900.0,1300.0,1300.0
912.0,1100.0,1300.0,4200.0,912.0,912.0
1000.0,705.0,868.0,3300.0,1000.0,1000.0
1400.0,313.0,986.0,2100.0,1400.0,1400.0
556.0,671.0,22000.0,3800.0,556.0,556.0
1000.0,1900.0,23900.0,2100.0,1000.0,1000.0
3900.0,3600.0,550.0,3600.0,3900.0,3900.0
942.0,806.0,889.0,3500.0,942.0,942.0
894.0,822.0,2700.0,440.0,894.0,894.0
852.0,1900.0,77600.0,3800.0,852.0,852.0
1100.0,1700.0,9400.0,1200.0,1100.0,1100.0
750.0,867.0,2700.0,1400.0,750.0,750.0
1200.0,330.0,2200.0,890.0,1200.0,1200.0
1600.0,1200.0,1100.0,974.0,1600.0,1600.0
499.0,726.0,712.0,1800.0,499.0,499.0
1400.0,7800.0,1600.0,52600.0,1400.0,1400.0
6500.0,2200.0,594.0,699.0,6500.0,6500.0
845.0,437.0,3100.0,1400.0,845.0,845.0
5000.0,1400.0,205600.0,992.0,5000.0,5000.0
727.0,18100.0,694.0,1200.0,727.0,727.0
6100.0,571.0,22500.0,1500.0,6100.0,6100.0
2700.0,690.0,4800.0,977.0,2700.0,2700.0
818.0,2200.0,1300.0,2500.0,818.0,818.0
2900.0,839.0,1000.0,1100.0,2900.0,2900.0
827.0,3800.0,872.0,605.0,827.0,827.0
7400.0,889.0,3400.0,791.0,7400.0,7400.0
1300.0,1200.0,1900.0,1100.0,1300.0,1300.0
629.0,819.0,4900.0,2200.0,629.0,629.0
1300.0,813.0,2000.0,958.0,1300.0,1300.0
860.0,612.0,4800.0,1300.0,860.0,860.0
543.0,1700.0,6600.0,2900.0,543.0,543.0
1100.0,749.0,786.0,3400.0,1100.0,1100.0
955.0,471.0,578.0,1400.0,955.0,955.0
944.0,1200.0,19200.0,40300.0,944.0,944.0
463.0,1700.0,919.0,922.0,463.0,463.0
1200.0,1800.0,3700.0,1200.0,1200.0,1200.0
854.0,693.0,3000.0,6000.0,854.0,854.0
862.0,914.0,728.0,1100.0,862.0,862.0
1600.0,985.0,919.0,942.0,1600.0,1600.0
3600.0,694.0,1200.0,966.0,3600.0,3600.0
1300.0,919.0,1300.0,863.0,1300.0,1300.0
3600.0,3800.0,2000.0,503.0,3600.0,3600.0
698.0,879.0,9100.0,699.0,698.0,698.0
2200.0,879.0,4500.0,798.0,2200.0,2200.0
819.0,848.0,3300.0,1500.0,819.0,819.0
15400.0,1200.0,2500.0,859.0,15400.0,15400.0
6400.0,1200.0,2400.0,761.0,6400.0,6400.0
3700.0,861.0,1200.0,2800.0,3700.0,3700.0
2400.0,796.0,1200.0,858.0,2400.0,2400.0
2100.0,941.0,1400.0,1500.0,2100.0,2100.0
3300.0,935.0,1800.0,423.0,3300.0,3300.0
1100.0,1700.0,508.0,477.0,1100.0,1100.0
996.0,1100.0,16900.0,1100.0,996.0,996.0
1200.0,861.0,5000.0,975.0,1200.0,1200.0
5300.0,1800.0,844.0,1000.0,5300.0,5300.0
1100.0,692.0,1000.0,806.0,1100.0,1100.0
661.0,95.0,738.0,1400.0,661.0,661.0
1300.0,2900.0,1600.0,6400.0,1300.0,1300.0
4800.0,2500.0,843.0,9500.0,4800.0,4800.0
7500.0,3300.0,826.0,923.0,7500.0,7500.0
1500.0,1300.0,782.0,815.0,1500.0,1500.0
3600.0,4000.0,1200.0,1000.0,3600.0,3600.0
638.0,1000.0,6200.0,1200.0,638.0,638.0
2200.0,885.0,2900.0,674.0,2200.0,2200.0
6100.0,867.0,18400.0,993.0,6100.0,6100.0
2900.0,1100.0,1100.0,2100.0,2900.0,2900.0
587.0,1300.0,629.0,955.0,587.0,587.0
792.0,500.0,672.0,331.0,792.0,792.0
8100.0,3400.0,882.0,2200.0,8100.0,8100.0
1200.0,2700.0,1200.0,818.0,1200.0,1200.0
1200.0,982.0,903.0,1400.0,1200.0,1200.0
1200.0,987.0,581.0,6400.0,1200.0,1200.0
1300.0,1500.0,1100.0,1800.0,1300.0,1300.0
1600.0,5600.0,2900.0,14400.0,1600.0,1600.0
1400.0,2500.0,1400.0,660.0,1400.0,1400.0
28300.0,1400.0,863.0,950.0,28300.0,28300.0
933.0,891.0,3300.0,24400.0,933.0,933.0
808.0,3100.0,986.0,13300.0,808.0,808.0
1100.0,1300.0,3000.0,1100.0,1100.0,1100.0
486.0,4600.0,770.0,1000.0,486.0,486.0
2500.0,1400.0,1200.0,1100.0,2500.0,2500.0
809.0,2100.0,3600.0,5800.0,809.0,809.0
471.0,1200.0,2000.0,2700.0,471.0,471.0
2800.0,2300.0,1300.0,753.0,2800.0,2800.0
903.0,845.0,10500.0,11000.0,903.0,903.0
2900.0,1900.0,1200.0,783.0,2900.0,2900.0
621.0,3500.0,3700.0,816.0,621.0,621.0
1400.0,816.0,640.0,2700.0,1400.0,1400.0
1600.0,1900.0,2200.0,1100.0,1600.0,1600.0
5700.0,1200.0,1900.0,1800.0,5700.0,5700.0
864.0,754.0,524.0,414.0,864.0,864.0
918.0,10300.0,1100.0,143.0,918.0,918.0
948.0,1800.0,1200.0,735.0,948.0,948.0
2300.0,17400.0,2000.0,646.0,2300.0,2300.0
3900.0,1800.0,654.0,985.0,3900.0,3900.0
1600.0,1200.0,2000.0,1100.0,1600.0,1600.0
967.0,662.0,1000.0,1100.0,967.0,967.0
688.0,5200.0,1800.0,609.0,688.0,688.0
1000.0,816.0,998.0,1800.0,1000.0,1000.0
903.0,1800.0,863.0,4300.0,903.0,903.0
852.0,178.0,1200.0,1600.0,852.0,852.0
1700.0,1800.0,2700.0,1100.0,1700.0,1700.0
1100.0,3500.0,673.0,1900.0,1100.0,1100.0
2400.0,3000.0,1900.0,3700.0,2400.0,2400.0
2000.0,1900.0,2400.0,571.0,2000.0,2000.0
1000.0,9000.0,6300.0,877.0,1000.0,1000.0
2800.0,9600.0,952.0,2700.0,2800.0,2800.0
1900.0,1700.0,1600.0,11600.0,1900.0,1900.0
512.0,1000.0,746.0,1300.0,512.0,512.0
1200.0,1600.0,1100.0,2800.0,1200.0,1200.0
2100.0,2100.0,789.0,915.0,2100.0,2100.0
2000.0,2900.0,997.0,4900.0,2000.0,2000.0
5800.0,2000.0,1800.0,2400.0,5800.0,5800.0
683.0,2500.0,2000.0,1800.0,683.0,683.0
2600.0,1200.0,2900.0,1500.0,2600.0,2600.0
2900.0,1100.0,11400.0,1600.0,2900.0,2900.0
1000.0,1300.0,1700.0,9300.0,1000.0,1000.0
1000.0,4900.0,907.0,1500.0,1000.0,1000.0
1100.0,1500.0,7400.0,447.0,1100.0,1100.0
1500.0,6400.0,516.0,956.0,1500.0,1500.0
512.0,1100.0,1600.0,802.0,512.0,512.0
2200.0,1100.0,692.0,875.0,2200.0,2200.0
942.0,737.0,1000.0,1700.0,942.0,942.0
5800.0,1500.0,2500.0,7500.0,5800.0,5800.0
4400.0,2000.0,866.0,843.0,4400.0,4400.0
1100.0,3000.0,2300.0,3500.0,1100.0,1100.0
670.0,1100.0,10500.0,5100.0,670.0,670.0
856.0,791.0,746.0,9100.0,856.0,856.0
2100.0,2700.0,463.0,1800.0,2100.0,2100.0
3600.0,798.0,21000.0,1100.0,3600.0,3600.0
1900.0,1300.0,4700.0,1200.0,1900.0,1900.0
4600.0,1200.0,1800.0,745.0,4600.0,4600.0
2200.0,1900.0,1400.0,1000.0,2200.0,2200.0
596.0,934.0,2100.0,1500.0,596.0,596.0
1900.0,2500.0,775.0,1700.0,1900.0,1900.0
1500.0,921.0,934.0,1000.0,1500.0,1500.0
2100.0,8300.0,10700.0,874.0,2100.0,2100.0
856.0,926.0,651.0,820.0,856.0,856.0
2600.0,39000.0,1400.0,5100.0,2600.0,2600.0
25000.0,2700.0,4800.0,1100.0,25000.0,25000.0
642.0,5300.0,1300.0,2800.0,642.0,642.0
1300.0,1600.0,506.0,2400.0,1300.0,1300.0
1100.0,1500.0,1200.0,2100.0,1100.0,1100.0
2700.0,5000.0,26700.0,456.0,2700.0,2700.0
1700.0,1000.0,1300.0,2100.0,1700.0,1700.0
498.0,718.0,2600.0,6900.0,498.0,498.0
427.0,667.0,1500.0,810.0,427.0,427.0
12800.0,979.0,2200.0,574.0,12800.0,12800.0
994.0,743.0,724.0,1000.0,994.0,994.0
1200.0,2800.0,1200.0,720.0,1200.0,1200.0
1500.0,871.0,2000.0,1100.0,1500.0,1500.0
2100.0,914.0,906.0,2900.0,2100.0,2100.0
28600.0,923.0,960.0,1200.0,28600.0,28600.0
1700.0,5700.0,4600.0,675.0,1700.0,1700.0
10500.0,475.0,1300.0,916.0,10500.0,10500.0
711.0,980.0,1900.0,1800.0,711.0,711.0
1500.0,1500.0,3200.0,751.0,1500.0,1500.0
3300.0,1300.0,697.0,1400.0,3300.0,3300.0
5500.0,2200.0,1400.0,1000.0,5500.0,5500.0
900.0,6400.0,1100.0,2300.0,900.0,900.0
2600.0,5700.0,4000.0,1400.0,2600.0,2600.0
1200.0,878.0,1600.0,6500.0,1200.0,1200.0
1900.0,1200.0,2000.0,1000.0,1900.0,1900.0
11600.0,2400.0,5000.0,996.0,11600.0,11600.0
2700.0,9500.0,1300.0,1100.0,2700.0,2700.0
1100.0,8900.0,3100.0,1600.0,1100.0,1100.0
1600.0,1400.0,919.0,3400.0,1600.0,1600.0
498.0,5200.0,2200.0,1200.0,498.0,498.0
6700.0,8900.0,1200.0,1200.0,6700.0,6700.0
1500.0,633.0,687.0,2200.0,1500.0,1500.0
683.0,6900.0,1100.0,1100.0,683.0,683.0
1000.0,934.0,2900.0,1700.0,1000.0,1000.0
1800.0,2300.0,2300.0,7000.0,1800.0,1800.0
932.0,1900.0,1200.0,725.0,932.0,932.0
920.0,4400.0,722.0,1100.0,920.0,920.0
728.0,752.0,3800.0,2100.0,728.0,728.0
2000.0,850.0,966.0,1500.0,2000.0,2000.0
1000.0,10700.0,395.0,891.0,1000.0,1000.0
984.0,1300.0,5400.0,427.0,984.0,984.0
114.0,796.0,1700.0,1600.0,114.0,114.0
1500.0,752.0,1000.0,821.0,1500.0,1500.0
17900.0,1300.0,2500.0,1700.0,17900.0,17900.0
1400.0,1100.0,896.0,1400.0,1400.0,1400.0
1700.0,1200.0,1000.0,878.0,1700.0,1700.0
1100.0,924.0,740.0,962.0,1100.0,1100.0
70600.0,1500.0,2900.0,2400.0,70600.0,70600.0
1100.0,888.0,1700.0,2700.0,1100.0,1100.0
2900.0,1500.0,1400.0,1900.0,2900.0,2900.0
4500.0,576.0,2500.0,397.0,4500.0,4500.0
877.0,794.0,2300.0,1900.0,877.0,877.0
775.0,5100.0,3800.0,1600.0,775.0,775.0
9400.0,857.0,9600.0,915.0,9400.0,9400.0
1300.0,2600.0,1100.0,693.0,1300.0,1300.0
1800.0,527.0,2300.0,1100.0,1800.0,1800.0
2000.0,6100.0,1700.0,836.0,2000.0,2000.0
1200.0,982.0,641.0,1200.0,1200.0,1200.0
595.0,1300.0,20200.0,3400.0,595.0,595.0
7600.0,1600.0,1500.0,409.0,7600.0,7600.0
1700.0,1400.0,2300.0,5200.0,1700.0,1700.0
3900.0,583.0,1000.0,2300.0,3900.0,3900.0
1300.0,3500.0,1400.0,2200.0,1300.0,1300.0
602.0,846.0,933.0,1200.0,602.0,602.0
13300.0,1100.0,660.0,469.0,13300.0,13300.0
1100.0,2600.0,12000.0,1200.0,1100.0,1100.0
8300.0,1200.0,3700.0,1200.0,8300.0,8300.0
2700.0,564.0,658.0,704.0,2700.0,2700.0
1200.0,1800.0,2200.0,1300.0,1200.0,1200.0
2800.0,577.0,1300.0,5300.0,2800.0,2800.0
4300.0,1300.0,453.0,22100.0,4300.0,4300.0
542.0,23200.0,728.0,3800.0,542.0,542.0
955.0,923.0,1000.0,2500.0,955.0,955.0
2300.0,2400.0,111.0,918.0,2300.0,2300.0
2600.0,941.0,783.0,1500.0,2600.0,2600.0
1300.0,1300.0,1400.0,7400.0,1300.0,1300.0
1200.0,789.0,4300.0,5300.0,1200.0,1200.0
860.0,1500.0,1200.0,2700.0,860.0,860.0
38900.0,1400.0,1700.0,517.0,38900.0,38900.0
852.0,957.0,3600.0,874.0,852.0,852.0
521.0,1600.0,1200.0,758.0,521.0,521.0
1400.0,3900.0,1100.0,1400.0,1400.0,1400.0
888.0,11100.0,1400.0,1400.0,888.0,888.0
1500.0,2100.0,4400.0,911.0,1500.0,1500.0
4200.0,897.0,7200.0,1100.0,4200.0,4200.0
6200.0,779.0,3400.0,610.0,6200.0,6200.0
1300.0,1700.0,1600.0,1200.0,1300.0,1300.0
3400.0,5000.0,1100.0,1100.0,3400.0,3400.0
959.0,1100.0,296.0,1400.0,959.0,959.0
6500.0,1400.0,3000.0,1500.0,6500.0,6500.0
1200.0,762.0,849.0,792.0,1200.0,1200.0
123.0,877.0,784.0,1700.0,123.0,123.0
10600.0,1000.0,3100.0,2600.0,10600.0,10600.0
996.0,780.0,3400.0,2700.0,996.0,996.0
5500.0,5500.0,482.0,1300.0,5500.0,5500.0
1800.0,864.0,3400.0,1600.0,1800.0,1800.0
2600.0,9100.0,652.0,2100.0,2600.0,2600.0
682.0,1100.0,1700.0,1100.0,682.0,682.0
2300.0,803.0,1400.0,2000.0,2300.0,2300.0
1700.0,1600.0,4500.0,1100.0,1700.0,1700.0
1400.0,2000.0,1400.0,654.0,1400.0,1400.0
932.0,822.0,3100.0,1500.0,932.0,932.0
3600.0,836.0,12900.0,3400.0,3600.0,3600.0
75600.0,700.0,1300.0,1000.0,75600.0,75600.0
425.0,1000.0,2500.0,1700.0,425.0,425.0
725.0,6500.0,785.0,1300.0,725.0,725.0
3200.0,2700.0,2100.0,1400.0,3200.0,3200.0
3200.0,5300.0,2600.0,2100.0,3200.0,3200.0
1600.0,1400.0,1000.0,1600.0,1600.0,1600.0
802.0,845.0,1400.0,5200.0,802.0,802.0
6000.0,13100.0,2400.0,569.0,6000.0,6000.0
1400.0,826.0,12200.0,4000.0,1400.0,1400.0
2500.0,17700.0,627.0,977.0,2500.0,2500.0
1300.0,2000.0,1300.0,971.0,1300.0,1300.0
1400.0,1900.0,864.0,1400.0,1400.0,1400.0
1100.0,1400.0,1100.0,662.0,1100.0,1100.0
907.0,955.0,1100.0,4900.0,907.0,907.0
7800.0,1500.0,885.0,1300.0,7800.0,7800.0
1400.0,1500.0,11800.0,7300.0,1400.0,1400.0
1100.0,1100.0,1600.0,1000.0,1100.0,1100.0
1100.0,2000.0,3200.0,1000.0,1100.0,1100.0
1100.0,787.0,9100.0,1800.0,1100.0,1100.0
8200.0,8700.0,2500.0,6500.0,8200.0,8200.0
796.0,1000.0,731.0,1200.0,796.0,796.0
1200.0,5000.0,777.0,779.0,1200.0,1200.0
982.0,619.0,1100.0,4400.0,982.0,982.0
2800.0,3100.0,1200.0,8100.0,2800.0,2800.0
11700.0,669.0,2000.0,767.0,11700.0,11700.0
5800.0,1100.0,890.0,1900.0,5800.0,5800.0
