date,speaker,topic,party,state
2015-05-13,COTTON,Civil Rights,R,AR
2015-05-13,COTTON,Civil Rights,R,AR
2015-05-13,COTTON,Civil Rights,R,AR
2015-05-13,COTTON,Civil Rights,R,AR
2015-05-13,COTTON,Civil Rights,R,AR
2015-05-13,COTTON,Civil Rights,R,AR
2015-05-13,COTTON,Civil Rights,R,AR
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,LANKFORD,Infrastructure,R,OK
2015-05-13,MIKULSKI,International Relations,D,MD
2015-05-13,TESTER,Budget,D,MT
2015-05-13,HELLER,Nominations,R,NV
2015-05-13,HELLER,Nominations,R,NV
2015-05-13,BOOKER,Healthcare,D,NJ
2015-05-13,CRAPO,Healthcare,R,ID
2015-05-13,KAINE,Healthcare,D,VA
2015-05-13,COTTON,Amendments,R,AR
2015-05-13,COTTON,Amendments,R,AR
2015-05-13,COTTON,Amendments,R,AR
2015-05-13,COTTON,Amendments,R,AR
2015-05-13,COTTON,Amendments,R,AR
2015-05-14,McCONNELL,International Relations,R,KY
2015-05-14,McCONNELL,Climate Change,R,KY
2015-05-14,REID,International Relations,D,NV
2015-05-14,REID,International Relations,D,NV
2015-05-14,REID,International Relations,D,NV
2015-05-14,TESTER,Budget,D,MT
2015-05-14,TESTER,Budget,D,MT
2015-05-14,GARDNER,Criminal Justice,R,CO
2015-05-14,SANDERS,International Relations,I,VT
2015-05-14,SANDERS,International Relations,I,VT
2015-05-14,SANDERS,International Relations,I,VT
2015-05-14,SANDERS,International Relations,I,VT
2015-05-14,SANDERS,International Relations,I,VT
2015-05-14,McCONNELL,Nominations,R,KY
2015-05-14,LEAHY,International Relations,D,VT
2015-05-14,LEAHY,Healthcare,D,VT
2015-05-14,LEAHY,Mental Health,D,VT
2015-05-14,BLUNT,Nominations,R,MO
2015-05-14,BLUNT,Nominations,R,MO
2015-05-14,SESSIONS,Healthcare,R,AL
2015-05-14,DAINES,Healthcare,R,MT
2015-05-14,MURKOWSKI,Healthcare,R,AK
2015-05-14,VITTER,Healthcare,R,LA
2015-05-14,TILLIS,Healthcare,R,NC
2015-05-14,TILLIS,Healthcare,R,NC
2015-05-14,TILLIS,Healthcare,R,NC
2015-05-14,TILLIS,Healthcare,R,NC
2015-05-14,WYDEN,Healthcare,D,OR
2015-05-14,LANKFORD,Military,R,OK
2015-05-14,LANKFORD,Criminal Justice,R,OK
2015-05-14,LANKFORD,Criminal Justice,R,OK
2015-05-14,PETERS,unknown,D,MI
2015-05-18,REID,Nominations,D,NV
2015-05-18,REID,International Relations,D,NV
2015-05-18,HATCH,International Relations,R,UT
2015-05-18,CANTWELL,Healthcare,D,WA
2015-05-18,COCHRAN,Healthcare,R,MS
2015-05-18,KING,Mental Health,I,ME
2015-05-18,SHAHEEN,Healthcare,D,NH
2015-05-18,TESTER,Healthcare,D,MT
2015-05-18,DAINES,Healthcare,R,MT
2015-05-18,DAINES,Healthcare,R,MT
2015-05-18,PETERS,Military,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PETERS,Trade,D,MI
2015-05-18,PORTMAN,International Relations,R,OH
2015-05-19,McCONNELL,International Relations,R,KY
2015-05-19,REID,International Relations,D,NV
2015-05-19,DURBIN,International Relations,D,IL
2015-05-19,DURBIN,International Relations,D,IL
2015-05-19,ISAKSON,Healthcare,R,GA
2015-05-19,ISAKSON,Healthcare,R,GA
2015-05-19,ISAKSON,Healthcare,R,GA
2015-05-19,ISAKSON,Healthcare,R,GA
2015-05-19,CORNYN,International Relations,R,TX
2015-05-19,CORNYN,International Relations,R,TX
2015-05-19,COLLINS,Trade,R,ME
2015-05-19,COLLINS,Trade,R,ME
2015-05-19,AYOTTE,International Relations,R,NH
2015-05-19,AYOTTE,International Relations,R,NH
2015-05-19,AYOTTE,International Relations,R,NH
2015-05-19,AYOTTE,International Relations,R,NH
2015-05-19,AYOTTE,International Relations,R,NH
2015-05-19,AYOTTE,International Relations,R,NH
2015-05-19,AYOTTE,International Relations,R,NH
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,COTTON,International Relations,R,AR
2015-05-19,BALDWIN,Nominations,D,WI
2015-05-19,DONNELLY,Nominations,D,IN
2015-05-19,PETERS,Healthcare,D,MI
2015-05-19,TESTER,Nominations,D,MT
2015-05-19,GARDNER,Criminal Justice,R,CO
2015-05-19,HOEVEN,Healthcare,R,ND
2015-05-19,DAINES,Military,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-19,DAINES,Education,R,MT
2015-05-20,McCONNELL,International Relations,R,KY
2015-05-20,TILLIS,International Relations,R,NC
2015-05-20,LEAHY,Healthcare,D,VT
2015-05-20,LEAHY,International Relations,D,VT
2015-05-20,DURBIN,Nominations,D,IL
2015-05-20,BURR,Nominations,R,NC
2015-05-20,BOOZMAN,Nominations,R,AR
2015-05-20,CAPITO,Nominations,R,WV
2015-05-20,PORTMAN,Nominations,R,OH
2015-05-20,DONNELLY,Healthcare,D,IN
2015-05-20,AYOTTE,Healthcare,R,NH
2015-05-20,BLUNT,Mental Health,R,MO
2015-05-20,CARDIN,Healthcare,D,MD
2015-05-20,CARDIN,Healthcare,D,MD
2015-05-20,CARPER,Healthcare,D,DE
2015-05-20,DAINES,Healthcare,R,MT
2015-05-20,HELLER,Mental Health,R,NV
2015-05-20,HELLER,Healthcare,R,NV
2015-05-20,HELLER,Healthcare,R,NV
2015-05-20,ISAKSON,Healthcare,R,GA
2015-05-20,MURKOWSKI,Healthcare,R,AK
2015-05-20,THUNE,Healthcare,R,SD
2015-05-20,VITTER,Healthcare,R,LA
2015-05-20,VITTER,Healthcare,R,LA
2015-05-20,VITTER,Healthcare,R,LA
2015-05-20,VITTER,Nominations,R,LA
2015-05-20,TILLIS,Healthcare,R,NC
2015-05-20,TILLIS,Healthcare,R,NC
2015-05-20,TILLIS,Healthcare,R,NC
2015-05-20,ROUNDS,Budget,R,SD
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,TILLIS,Budget,R,NC
2015-05-21,CARPER,Healthcare,D,DE
2015-05-21,AYOTTE,International Relations,R,NH
2015-05-21,MURPHY,Healthcare,D,CT
2015-05-21,FLAKE,International Relations,R,AZ
2015-05-21,McCONNELL,Healthcare,R,KY
2015-05-21,REID,Healthcare,D,NV
2015-05-21,CARDIN,Mental Health,D,MD
2015-05-21,BALDWIN,Healthcare,D,WI
2015-05-21,CASSIDY,Healthcare,R,LA
2015-05-21,MURRAY,Healthcare,D,WA
2015-05-21,SCOTT,Healthcare,R,SC
2015-05-21,SHELBY,Healthcare,R,AL
2015-05-21,VITTER,Healthcare,R,LA
2015-05-21,JOHNSON,Criminal Justice,R,WI
2015-05-21,ERNST,International Relations,R,IA
2015-05-21,ERNST,International Relations,R,IA
2015-05-21,ERNST,International Relations,R,IA
2015-05-21,SCHATZ,Criminal Justice,D,HI
2015-05-21,BOOKER,Healthcare,D,NJ
2015-05-21,HIRONO,Criminal Justice,D,HI
2015-05-21,INHOFE,Civil Rights,R,OK
2015-05-21,MENENDEZ,Healthcare,D,NJ
2015-05-21,PERDUE,Nominations,R,GA
2015-05-21,KING,Healthcare,I,ME
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,DAINES,Mental Health,R,MT
2015-05-22,GARDNER,International Relations,R,CO
2015-05-22,GARDNER,International Relations,R,CO
2015-05-22,GARDNER,International Relations,R,CO
2015-05-22,HEITKAMP,Healthcare,D,ND
2015-05-22,HEITKAMP,Healthcare,D,ND
2015-05-22,HEITKAMP,Healthcare,D,ND
2015-05-22,HATCH,Healthcare,R,UT
2015-05-22,McCONNELL,Nominations,R,KY
2015-05-22,McCONNELL,Healthcare,R,KY
2015-05-22,DURBIN,Healthcare,D,IL
2015-05-22,SCHATZ,Healthcare,D,HI
2015-05-22,ALEXANDER,Healthcare,R,TN
2015-05-22,AYOTTE,Healthcare,R,NH
2015-05-22,GRAHAM,Nominations,R,SC
2015-05-22,McCASKILL,Healthcare,D,MO
2015-05-22,MENENDEZ,Healthcare,D,NJ
2015-05-22,CORKER,Budget,R,TN
2015-05-22,MARKEY,Healthcare,D,MA
2015-05-22,MARKEY,Healthcare,D,MA
2015-05-22,DAINES,Education,R,MT
2015-05-22,DAINES,Education,R,MT
2015-05-23,CORNYN,Criminal Justice,R,TX
2015-05-23,CORNYN,Criminal Justice,R,TX
2015-05-23,CORNYN,Criminal Justice,R,TX
2015-05-23,CORNYN,Healthcare,R,TX
2015-05-31,REID,Nominations,D,NV
2015-05-31,COTTON,Amendments,R,AR
2015-05-31,COTTON,Amendments,R,AR
2015-05-31,CARDIN,Healthcare,D,MD
2015-05-31,SANDERS,Criminal Justice,I,VT
2015-06-01,NELSON,International Relations,D,FL
2015-06-01,KING,Healthcare,I,ME
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,HEITKAMP,Mental Health,D,ND
2015-06-01,McCONNELL,Healthcare,R,KY
2015-06-01,ALEXANDER,Healthcare,R,TN
2015-06-01,BLUMENTHAL,Healthcare,D,CT
2015-06-01,SHAHEEN,Nominations,D,NH
2015-06-01,VITTER,Healthcare,R,LA
2015-06-01,WHITEHOUSE,Nominations,D,RI
2015-06-02,McCONNELL,Nominations,R,KY
2015-06-02,LEE,International Relations,R,UT
2015-06-02,WHITEHOUSE,Climate Change,D,RI
2015-06-02,ROUNDS,International Relations,R,SD
2015-06-02,WYDEN,Healthcare,D,OR
2015-06-02,WYDEN,Healthcare,D,OR
2015-06-02,LEAHY,Healthcare,D,VT
2015-06-02,BROWN,Nominations,D,OH
2015-06-02,COCHRAN,Healthcare,R,MS
2015-06-02,MANCHIN,Healthcare,D,WV
2015-06-02,PETERS,Healthcare,D,MI
2015-06-02,WYDEN,Healthcare,D,OR
2015-06-02,BOOKER,Criminal Justice,D,NJ
2015-06-02,BOOKER,Criminal Justice,D,NJ
2015-06-02,BOOKER,Criminal Justice,D,NJ
2015-06-02,BOOKER,Criminal Justice,D,NJ
2015-06-02,BOOKER,Criminal Justice,D,NJ
2015-06-02,SULLIVAN,Budget,R,AK
2015-06-03,McCONNELL,International Relations,R,KY
2015-06-03,DURBIN,International Relations,D,IL
2015-06-03,DURBIN,International Relations,D,IL
2015-06-03,DURBIN,Mental Health,D,IL
2015-06-03,DURBIN,Mental Health,D,IL
2015-06-03,SASSE,Budget,R,NE
2015-06-03,SASSE,Budget,R,NE
2015-06-03,SASSE,Budget,R,NE
2015-06-03,SASSE,Budget,R,NE
2015-06-03,SASSE,Budget,R,NE
2015-06-03,SASSE,Budget,R,NE
2015-06-03,STABENOW,Healthcare,D,MI
2015-06-03,HEITKAMP,International Relations,D,ND
2015-06-03,HEITKAMP,International Relations,D,ND
2015-06-03,DURBIN,Healthcare,D,IL
2015-06-03,LEAHY,Healthcare,D,VT
2015-06-03,DAINES,Healthcare,R,MT
2015-06-03,KLOBUCHAR,Healthcare,D,MN
2015-06-03,SULLIVAN,Healthcare,R,AK
2015-06-03,SULLIVAN,Healthcare,R,AK
2015-06-03,KIRK,Criminal Justice,R,IL
2015-06-03,CARPER,Healthcare,D,DE
2015-06-04,McCONNELL,Healthcare,R,KY
2015-06-04,McCONNELL,International Relations,R,KY
2015-06-04,REID,International Relations,D,NV
2015-06-04,REID,International Relations,D,NV
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,TILLIS,Education,R,NC
2015-06-04,CASSIDY,Healthcare,R,LA
2015-06-04,STABENOW,Infrastructure,D,MI
2015-06-04,DAINES,Healthcare,R,MT
2015-06-04,DAINES,Healthcare,R,MT
2015-06-04,DONNELLY,Healthcare,D,IN
2015-06-04,DONNELLY,Healthcare,D,IN
2015-06-04,WYDEN,International Relations,D,OR
2015-06-04,COATS,International Relations,R,IN
2015-06-04,FISCHER,International Relations,R,NE
2015-06-04,FISCHER,International Relations,R,NE
2015-06-04,WHITEHOUSE,International Relations,D,RI
2015-06-04,WHITEHOUSE,Nominations,D,RI
2015-06-04,WHITEHOUSE,Nominations,D,RI
2015-06-04,ROBERTS,Healthcare,R,KS
2015-06-04,HEITKAMP,International Relations,D,ND
2015-06-04,HEITKAMP,Nominations,D,ND
2015-06-04,HATCH,Nominations,R,UT
2015-06-04,GARDNER,Healthcare,R,CO
2015-06-04,BOOZMAN,Nominations,R,AR
2015-06-04,CARDIN,Healthcare,D,MD
2015-06-04,DAINES,Healthcare,R,MT
2015-06-04,HELLER,Nominations,R,NV
2015-06-04,HELLER,Mental Health,R,NV
2015-06-04,PETERS,Healthcare,D,MI
2015-06-04,VITTER,Healthcare,R,LA
2015-06-04,WYDEN,Healthcare,D,OR
2015-06-04,PORTMAN,Healthcare,R,OH
2015-06-04,ENZI,Nominations,R,WY
2015-06-04,BLUMENTHAL,Mental Health,D,CT
2015-06-04,ERNST,Military,R,IA
2015-06-04,ERNST,Military,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,ERNST,Budget,R,IA
2015-06-04,COLLINS,Climate Change,R,ME
2015-06-08,REID,Nominations,D,NV
2015-06-08,PORTMAN,Healthcare,R,OH
2015-06-08,KING,Healthcare,I,ME
2015-06-08,KING,Mental Health,I,ME
2015-06-08,KING,Healthcare,I,ME
2015-06-08,KING,Healthcare,I,ME
2015-06-08,MENENDEZ,Healthcare,D,NJ
2015-06-08,GARDNER,Infrastructure,R,CO
2015-06-08,BLUMENTHAL,Climate Change,D,CT
2015-06-08,BLUMENTHAL,Climate Change,D,CT
2015-06-09,FRANKEN,Climate Change,D,MN
2015-06-09,McCONNELL,Healthcare,R,KY
2015-06-09,McCONNELL,International Relations,R,KY
2015-06-09,REID,Healthcare,D,NV
2015-06-09,REID,International Relations,D,NV
2015-06-09,THUNE,International Relations,R,SD
2015-06-09,THUNE,Healthcare,R,SD
2015-06-09,NELSON,International Relations,D,FL
2015-06-09,SCHUMER,Infrastructure,D,NY
2015-06-09,SCHUMER,Infrastructure,D,NY
2015-06-09,SCHUMER,Infrastructure,D,NY
2015-06-09,SCHUMER,Infrastructure,D,NY
2015-06-09,SCHUMER,Infrastructure,D,NY
2015-06-09,LEAHY,Mental Health,D,VT
2015-06-09,LEAHY,Climate Change,D,VT
2015-06-09,WHITEHOUSE,Healthcare,D,RI
2015-06-09,KING,Healthcare,I,ME
2015-06-09,CASSIDY,Healthcare,R,LA
2015-06-09,BLUNT,Military,R,MO
2015-06-09,BURR,Healthcare,R,NC
2015-06-09,BLUMENTHAL,Climate Change,D,CT
2015-06-10,McCONNELL,International Relations,R,KY
2015-06-10,McCONNELL,Healthcare,R,KY
2015-06-10,REID,Healthcare,D,NV
2015-06-10,REID,Healthcare,D,NV
2015-06-10,GARDNER,International Relations,R,CO
2015-06-10,GARDNER,Infrastructure,R,CO
2015-06-10,GARDNER,Infrastructure,R,CO
2015-06-10,CARDIN,Healthcare,D,MD
2015-06-10,DAINES,Mental Health,R,MT
2015-06-10,VITTER,Healthcare,R,LA
2015-06-10,LEAHY,Civil Rights,D,VT
2015-06-10,SCOTT,Nominations,R,SC
2015-06-11,McCONNELL,Healthcare,R,KY
2015-06-11,McCONNELL,International Relations,R,KY
2015-06-11,McCONNELL,Climate Change,R,KY
2015-06-11,REID,Healthcare,D,NV
2015-06-11,REID,International Relations,D,NV
2015-06-11,HATCH,International Relations,R,UT
2015-06-11,GARDNER,Healthcare,R,CO
2015-06-11,GARDNER,Healthcare,R,CO
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,ROUNDS,Infrastructure,R,SD
2015-06-11,TOOMEY,Infrastructure,R,PA
2015-06-11,TOOMEY,Infrastructure,R,PA
2015-06-11,WYDEN,Civil Rights,D,OR
2015-06-11,WYDEN,Civil Rights,D,OR
2015-06-11,DURBIN,International Relations,D,IL
2015-06-11,DURBIN,Healthcare,D,IL
2015-06-11,LEAHY,Nominations,D,VT
2015-06-11,COONS,Healthcare,D,DE
2015-06-11,ALEXANDER,Healthcare,R,TN
2015-06-11,DONNELLY,Healthcare,D,IN
2015-06-11,HELLER,Healthcare,R,NV
2015-06-11,HELLER,Mental Health,R,NV
2015-06-11,McCASKILL,Healthcare,D,MO
2015-06-11,VITTER,Healthcare,R,LA
2015-06-11,DAINES,Healthcare,R,MT
2015-06-11,DAINES,Healthcare,R,MT
2015-06-11,DAINES,Healthcare,R,MT
2015-06-11,DAINES,Healthcare,R,MT
2015-06-11,DAINES,Healthcare,R,MT
2015-06-11,NELSON,Healthcare,D,FL
2015-06-11,FEINSTEIN,Healthcare,D,CA
2015-06-11,COTTON,Military,R,AR
2015-06-15,REID,International Relations,D,NV
2015-06-15,ERNST,Criminal Justice,R,IA
2015-06-15,ERNST,Criminal Justice,R,IA
2015-06-15,NELSON,Education,D,FL
2015-06-15,NELSON,Education,D,FL
2015-06-15,HIRONO,Healthcare,D,HI
2015-06-15,HIRONO,International Relations,D,HI
2015-06-15,ERNST,Criminal Justice,R,IA
2015-06-15,GRASSLEY,Healthcare,R,IA
2015-06-15,BROWN,Mental Health,D,OH
2015-06-15,BLUMENTHAL,Infrastructure,D,CT
2015-06-15,BLUMENTHAL,Infrastructure,D,CT
2015-06-15,CARDIN,Civil Rights,D,MD
2015-06-15,CORNYN,Healthcare,R,TX
2015-06-15,BLUMENTHAL,Infrastructure,D,CT
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-15,PETERS,Military,D,MI
2015-06-16,REID,Infrastructure,D,NV
2015-06-16,REID,Infrastructure,D,NV
2015-06-16,MARKEY,Climate Change,D,MA
2015-06-16,THUNE,International Relations,R,SD
2015-06-16,SANDERS,Infrastructure,I,VT
